id,iso3,country_en,country_zh,region_en,region_zh,Type,local_id1,hasc1
308,IDN,Indonesia,印度尼西亚,Jawa Barat,西爪哇省,Province,32,ID.JR
309,IDN,Indonesia,印度尼西亚,Jawa Tengah,中爪哇省,Province,33,ID.JT
310,IDN,Indonesia,印度尼西亚,DI Yogyakarta,日惹特区,,,
311,IDN,Indonesia,印度尼西亚,Jawa Timur,东爪哇省,Province,35,ID.JI
312,IDN,Indonesia,印度尼西亚,Banten,万丹省,Province,36,ID.BT
313,IDN,Indonesia,印度尼西亚,Bali,巴厘省,Province,51,ID.BA
314,IDN,Indonesia,印度尼西亚,Nusa Tenggara Barat,西努沙登加拉省,Province,52,ID.NB
315,IDN,Indonesia,印度尼西亚,Nusa Tenggara Timur,东努沙登加拉省,Province,53,ID.NT
316,IDN,Indonesia,印度尼西亚,Kalimantan Barat,西加里曼丹省,Province,61,ID.KB
317,IDN,Indonesia,印度尼西亚,Kalimantan Tengah,中加里曼丹省,Province,62,ID.KT
318,IDN,Indonesia,印度尼西亚,Kalimantan Selatan,南加里曼丹省,Province,63,ID.KS
319,IDN,Indonesia,印度尼西亚,Kalimantan Timur,东加里曼丹省,Province,64,ID.KM
320,IDN,Indonesia,印度尼西亚,Kalimantan Utara,北加里曼丹省,,,
321,IDN,Indonesia,印度尼西亚,Sulawesi Utara,北苏拉威西省,Province,71,ID.SW
322,IDN,Indonesia,印度尼西亚,Sulawesi Tengah,中苏拉威西省,Province,72,ID.ST
323,IDN,Indonesia,印度尼西亚,Sulawesi Selatan,南苏拉威西省,Province,73,ID.SE
324,IDN,Indonesia,印度尼西亚,Sulawesi Tenggara,东南苏拉威西省,Province,74,ID.SG
325,IDN,Indonesia,印度尼西亚,Gorontalo,哥伦打洛省,Province,75,ID.GO
326,IDN,Indonesia,印度尼西亚,Sulawesi Barat,西苏拉威西省,Province,76,ID.SR
327,IDN,Indonesia,印度尼西亚,Maluku,马鲁古省,Province,81,ID.MA
328,IDN,Indonesia,印度尼西亚,Maluku Utara,北马鲁古省,Province,82,ID.MU
329,IDN,Indonesia,印度尼西亚,Papua,巴布亚省,Province,94,ID.PA
330,IDN,Indonesia,印度尼西亚,Papua Barat,西巴布亚省,Province,91,ID.IB
331,IRN,Iran,伊朗,Qom,库姆省,Province,,IR.QM
332,IRN,Iran,伊朗,Tehran,德黑兰省,Province,,IR.TH
333,IRN,Iran,伊朗,Mazandaran,马赞德兰省,Province,,IR.MN
334,IRN,Iran,伊朗,Alborz,厄尔布尔士省,Province,,IR.AL
335,IRN,Iran,伊朗,Semnan,塞姆南省,Province,,IR.SM
336,IRN,Iran,伊朗,Golestan,戈勒斯坦省,Province,,IR.GI
337,IRN,Iran,伊朗,Qazvin,加兹温省,Province,,IR.QZ
338,IRN,Iran,伊朗,Isfahan,伊斯法罕省,Province,,IR.IL
339,IRN,Iran,伊朗,Fars,法尔斯省,Province,,IR.ES
340,IRN,Iran,伊朗,Hormozgan,霍尔木兹甘省,Province,,IR.HD
341,IRN,Iran,伊朗,Kohgiluyeh and Boyer-Ahmad,科吉卢耶-博韦艾哈迈德省,Province,,IR.KB
342,IRN,Iran,伊朗,Chaharmahal and Bakhtiari,恰哈马哈勒-巴赫蒂亚里省,Province,,IR.CM
343,IRN,Iran,伊朗,Bushehr,布什尔省,Province,,IR.BS
344,IRN,Iran,伊朗,Gilan,吉兰省,Province,,IR.FA
345,IRN,Iran,伊朗,Ardabil,阿尔达比勒省,Province,,IR.AR
346,IRN,Iran,伊朗,East Azerbaijan,东阿塞拜疆省,Province,,IR.EA
347,IRN,Iran,伊朗,West Azerbaijan,西阿塞拜疆省,Province,,IR.WA
348,IRN,Iran,伊朗,Kordestan,库尔德斯坦省,Province,,IR.KD
349,IRN,Iran,伊朗,Zanjan,赞詹省,Province,,IR.ZA
350,IRN,Iran,伊朗,Markazi,中央省,Province,,IR.MK
351,IRN,Iran,伊朗,Hamadan,哈马丹省,Province,,IR.GO
352,IRN,Iran,伊朗,Khuzestan,胡齐斯坦省,Province,,IR.KZ
353,IRN,Iran,伊朗,Kermanshah,克尔曼沙汗省,Province,,IR.BK
354,IRN,Iran,伊朗,Lorestan,洛雷斯坦省,Province,,IR.LO
355,IRN,Iran,伊朗,Ilam,伊拉姆省,Province,,IR.HG
356,IRN,Iran,伊朗,Razavi Khorasan,礼萨呼罗珊省,Province,,IR.KV
357,IRN,Iran,伊朗,Sistan and Baluchestan,锡斯坦-俾路支斯坦省,Province,,IR.SB
358,IRN,Iran,伊朗,Yazd,亚兹德省,Province,,IR.YA
359,IRN,Iran,伊朗,South Khorasan,南呼罗珊省,Province,,IR.KJ
360,IRN,Iran,伊朗,Kerman,克尔曼省,Province,,IR.KE
361,IRN,Iran,伊朗,North Khorasan,北呼罗珊省,Province,,IR.KS
363,IRL,Ireland,爱尔兰,Carlow,卡娄郡,County,,IE.CW
364,IRL,Ireland,爱尔兰,Cavan,卡文郡,County,,IE.CN
365,IRL,Ireland,爱尔兰,Clare,克莱尔郡,County,,IE.CE
373,IRL,Ireland,爱尔兰,Cork,科克郡,County,,IE.CK
366,IRL,Ireland,爱尔兰,Donegal,当尼戈尔郡,County,,IE.DL
362,IRL,Ireland,爱尔兰,Dublin,都柏林郡,County,,IE.DN
376,IRL,Ireland,爱尔兰,Galway,高维郡,County,,IE.GY
380,IRL,Ireland,爱尔兰,Kerry,凯瑞郡,County,,IE.KY
367,IRL,Ireland,爱尔兰,Kildare,基尔代尔郡,County,,IE.KE
368,IRL,Ireland,爱尔兰,Kilkenny,基尔肯尼郡,County,,IE.KK
385,IRL,Ireland,爱尔兰,Laois,利施郡,County,,IE.LS
386,IRL,Ireland,爱尔兰,Leitrim,利特里姆郡,County,,IE.LM
375,IRL,Ireland,爱尔兰,Limerick,利默里克郡,County,,IE.LK
369,IRL,Ireland,爱尔兰,Longford,朗福德郡,County,,IE.LD
370,IRL,Ireland,爱尔兰,Louth,劳斯郡,County,,IE.LH
371,IRL,Ireland,爱尔兰,Mayo,梅欧郡,County,,IE.MO
372,IRL,Ireland,爱尔兰,Meath,米斯郡,County,,IE.MH
387,IRL,Ireland,爱尔兰,Monaghan,莫纳亨郡,County,,IE.MN
379,IRL,Ireland,爱尔兰,Offaly,奥法利郡,County,,IE.OY
374,IRL,Ireland,爱尔兰,Roscommon,罗斯康门郡,County,,IE.RN
383,IRL,Ireland,爱尔兰,Sligo,斯莱戈郡,County,,IE.SO
382,IRL,Ireland,爱尔兰,Tipperary,蒂珀雷里郡,County,,IE.TY
384,IRL,Ireland,爱尔兰,Waterford,沃特福德郡,County,,IE.WD
378,IRL,Ireland,爱尔兰,Westmeath,西米斯郡,County,,IE.WH
381,IRL,Ireland,爱尔兰,Wexford,韦克斯福德郡,County,,IE.WX
377,IRL,Ireland,爱尔兰,Wicklow,威克娄郡,County,,IE.WW
388,ITA,Italy,意大利,Abruzzo,阿布鲁佐大区,Region,13,IT.AB
389,ITA,Italy,意大利,Basilicata,巴西利卡塔大区,Region,16,IT.PU
390,ITA,Italy,意大利,Trentino-Alto Adige,特伦蒂诺-上阿迪杰大区,Region,17,IT.BC
391,ITA,Italy,意大利,Calabria,卡拉布里亚大区,Region,18,IT.LB
392,ITA,Italy,意大利,Campania,坎帕尼亚大区,Region,15,IT.CM
393,ITA,Italy,意大利,Emilia Romagna,艾利亚-罗马涅大区,Region,8,IT.ER
394,ITA,Italy,意大利,Friuli V. G.,弗留利-威尼斯朱利亚大区,Autonomous Region,6,IT.FV
395,ITA,Italy,意大利,Lazio,拉齐奥大区,Region,12,IT.LZ
396,ITA,Italy,意大利,Liguria,利古里亚大区,Region,7,IT.LG
397,ITA,Italy,意大利,Lombardia,伦巴第大区,Region,3,IT.LM
398,ITA,Italy,意大利,Marche,马尔凯大区,Region,11,IT.MH
399,ITA,Italy,意大利,Molise,莫利塞大区,Region,14,IT.ML
400,ITA,Italy,意大利,Piemonte,皮埃蒙特大区,Region,1,IT.PM
401,ITA,Italy,意大利,Puglia,普利亚大区,Autonomous Region,20,IT.SD
402,ITA,Italy,意大利,Sardegna,撒丁大区,Autonomous Region,19,IT.SC
403,ITA,Italy,意大利,Sicilia,西西里大区,Region,9,IT.TT
404,ITA,Italy,意大利,Toscana,托斯卡纳大区,Autonomous Region,4,IT.TC
405,ITA,Italy,意大利,Umbria,翁布里亚大区,Region,10,IT.UM
406,ITA,Italy,意大利,Valle d'Aosta,瓦莱达奥斯塔大区,Autonomous Region,2,IT.VD
407,ITA,Italy,意大利,Veneto,威尼托大区,Region,5,IT.VN
430,JPN,Japan,日本,Aichi,爱知县,Prefecture,,JP.AI
412,JPN,Japan,日本,Akita,秋田县,Prefecture,,JP.AK
409,JPN,Japan,日本,Aomori,青森县,Prefecture,,JP.AO
419,JPN,Japan,日本,Chiba,千叶县,Prefecture,,JP.CH
445,JPN,Japan,日本,Ehime,爱媛县,Prefecture,,JP.EH
455,JPN,Japan,日本,Evacuation,撤侨,,,
425,JPN,Japan,日本,Fukui,福井县,Prefecture,,JP.FI
447,JPN,Japan,日本,Fukuoka,福冈县,Prefecture,,JP.FO
414,JPN,Japan,日本,Fukushima,福岛县,Prefecture,,JP.FS
428,JPN,Japan,日本,Gifu,岐阜县,Prefecture,,JP.GF
417,JPN,Japan,日本,Gunma,群马县,Prefecture,,JP.GM
441,JPN,Japan,日本,Hiroshima,广岛县,Prefecture,,JP.HS
408,JPN,Japan,日本,Hokkaido,北海道,Circuit,,JP.HK
435,JPN,Japan,日本,Hyogo,兵库县,Prefecture,,JP.HG
415,JPN,Japan,日本,Ibaraki,茨城县,Prefecture,,JP.IB
424,JPN,Japan,日本,Ishikawa,石川县,Prefecture,,JP.IS
410,JPN,Japan,日本,Iwate,岩手县,Prefecture,,JP.IW
444,JPN,Japan,日本,Kagawa,香川县,Prefecture,,JP.KG
453,JPN,Japan,日本,Kagoshima,鹿儿岛县,Prefecture,,JP.KS
421,JPN,Japan,日本,Kanagawa,神奈川县,Prefecture,,JP.KN
446,JPN,Japan,日本,Kochi,高知县,Prefecture,,JP.KC
450,JPN,Japan,日本,Kumamoto,熊本县,Prefecture,,JP.KM
433,JPN,Japan,日本,Kyoto,京都府,Urban Prefecture,,JP.KY
431,JPN,Japan,日本,Mie,三重县,Prefecture,,JP.ME
411,JPN,Japan,日本,Miyagi,宫城县,Prefecture,,JP.MG
452,JPN,Japan,日本,Miyazaki,宫崎县,Prefecture,,JP.MZ
427,JPN,Japan,日本,Nagano,长野县,Prefecture,,JP.NN
449,JPN,Japan,日本,Nagasaki,长崎县,Prefecture,,JP.NS
436,JPN,Japan,日本,Nara,奈良县,Prefecture,,JP.NR
422,JPN,Japan,日本,Niigata,新潟县,Prefecture,,JP.NI
451,JPN,Japan,日本,Oita,大分县,Prefecture,,JP.OT
440,JPN,Japan,日本,Okayama,冈山县,Prefecture,,JP.OY
454,JPN,Japan,日本,Okinawa,冲绳县,Prefecture,,JP.ON
434,JPN,Japan,日本,Osaka,大阪府,Urban Prefecture,,JP.OS
456,JPN,Japan,日本,Quarantine Officer,检疫人员,,,
448,JPN,Japan,日本,Saga,佐贺县,Prefecture,,JP.SG
418,JPN,Japan,日本,Saitama,埼玉县,Prefecture,,JP.ST
432,JPN,Japan,日本,Shiga,滋贺县,Prefecture,,JP.SH
439,JPN,Japan,日本,Shimane,岛根县,Prefecture,,JP.SM
429,JPN,Japan,日本,Shizuoka,静冈县,Prefecture,,JP.SZ
416,JPN,Japan,日本,Tochigi,栃木县,Prefecture,,JP.TC
443,JPN,Japan,日本,Tokushima,德岛县,Prefecture,,JP.TS
420,JPN,Japan,日本,Tokyo,东京都,Metropolis,,JP.TK
438,JPN,Japan,日本,Tottori,鸟取县,Prefecture,,JP.TT
423,JPN,Japan,日本,Toyama,富山县,Prefecture,,JP.TY
437,JPN,Japan,日本,Wakayama,和歌山县,Prefecture,,JP.WK
413,JPN,Japan,日本,Yamagata,山形县,Prefecture,,JP.YT
442,JPN,Japan,日本,Yamaguchi,山口县,Prefecture,,JP.YC
426,JPN,Japan,日本,Yamanashi,山梨县,Prefecture,,JP.YN
465,KOR,South Korea,韩国,Busan,釜山市,Metropolitan City,,KR.PU
469,KOR,South Korea,韩国,Chungcheongbuk-do,忠清北道,Province,,KR.GB
470,KOR,South Korea,韩国,Chungcheongnam-do,忠清南道,Province,,KR.GN
457,KOR,South Korea,韩国,Daegu,大邱市,Metropolitan City,,KR.TG
464,KOR,South Korea,韩国,Daejeon,大田市,Metropolitan City,,KR.TJ
460,KOR,South Korea,韩国,Gangwon-do,江原道,Province,,KR.KW
463,KOR,South Korea,韩国,Gwangju,光州市,Metropolitan City,,KR.KJ
461,KOR,South Korea,韩国,Gyeonggi-do,京畿道,Province,,KR.KG
458,KOR,South Korea,韩国,Gyeongsangbuk-do,庆尚北道,Province,,KR.KB
459,KOR,South Korea,韩国,Gyeongsangnam-do,庆尚南道,Province,,KR.KN
474,KOR,South Korea,韩国,Imported,输入病例,,,
472,KOR,South Korea,韩国,Incheon,仁川市,Metropolitan City,,KR.IN
473,KOR,South Korea,韩国,Jeju-do,济川道,Province,,KR.CJ
468,KOR,South Korea,韩国,Jeollabuk-do,全罗北道,Province,,KR.CB
467,KOR,South Korea,韩国,Jeollanam-do,全罗南道,Province,,KR.CN
471,KOR,South Korea,韩国,Sejong City,世宗市,Metropolitan Autonomous City,,KR.SJ
462,KOR,South Korea,韩国,Seoul,首尔市,Capital Metropolitan City,,KR.SO
466,KOR,South Korea,韩国,Ulsan,蔚山市,Metropolitan City,,KR.UL
482,MYS,Malaysia,马来西亚,Johor,柔佛州,State,,MY.JH
476,MYS,Malaysia,马来西亚,Kedah,吉打州,State,,MY.KH
485,MYS,Malaysia,马来西亚,Kelantan,吉兰丹州,State,,MY.KN
488,MYS,Malaysia,马来西亚,Kuala Lumpur,吉隆坡,Federal Territory,,MY.KL
490,MYS,Malaysia,马来西亚,Labuan,纳闽,Federal Territory,,MY.LA
481,MYS,Malaysia,马来西亚,Melaka,马六甲州,State,,MY.ME
480,MYS,Malaysia,马来西亚,Negeri Sembilan,森美兰州,State,,MY.NS
483,MYS,Malaysia,马来西亚,Pahang,彭亨州,State,,MY.PH
478,MYS,Malaysia,马来西亚,Perak,霹雳州,State,,MY.PK
475,MYS,Malaysia,马来西亚,Perlis,玻璃市州,State,,MY.PL
477,MYS,Malaysia,马来西亚,Pulau Pinang,槟城州,State,,MY.PG
489,MYS,Malaysia,马来西亚,Putrajaya,布城,Federal Territory,,MY.PJ
486,MYS,Malaysia,马来西亚,Sabah,沙巴州,State,,MY.SA
487,MYS,Malaysia,马来西亚,Sarawak,砂拉越州,State,,MY.SK
479,MYS,Malaysia,马来西亚,Selangor,雪兰莪州,State,,MY.SL
484,MYS,Malaysia,马来西亚,Terengganu,登嘉楼州,State,,MY.TE
491,MEX,Mexico,墨西哥,Aguascalientes,阿瓜斯卡连特斯州,State,,MX.AG
492,MEX,Mexico,墨西哥,Baja California,下加利福尼亚州,State,,MX.BN
493,MEX,Mexico,墨西哥,Baja California Sur,南下加利福尼亚州,State,,MX.BS
494,MEX,Mexico,墨西哥,Campeche,坎佩切州,State,,MX.CM
495,MEX,Mexico,墨西哥,Chiapas,恰帕斯州,State,,MX.CP
496,MEX,Mexico,墨西哥,Chihuahua,奇瓦瓦州,State,,MX.CH
497,MEX,Mexico,墨西哥,Ciudad de Mexico,墨西哥城,State,,MX.DF
498,MEX,Mexico,墨西哥,Coahuila,科阿韦拉州,State,,MX.CA
499,MEX,Mexico,墨西哥,Colima,科利马州,Federal District,,MX.CL
500,MEX,Mexico,墨西哥,Durango,杜兰戈州,State,,MX.DU
501,MEX,Mexico,墨西哥,Guanajuato,瓜纳华托州,State,,MX.GJ
502,MEX,Mexico,墨西哥,Guerrero,格雷罗州,State,,MX.GR
503,MEX,Mexico,墨西哥,Hidalgo,伊达尔戈州,State,,MX.HI
504,MEX,Mexico,墨西哥,Jalisco,哈利斯科州,State,,MX.JA
507,MEX,Mexico,墨西哥,México,墨西哥州,State,,MX.MX
505,MEX,Mexico,墨西哥,Michoacan,米却肯州,State,,MX.MC
506,MEX,Mexico,墨西哥,Morelos,莫雷洛斯州,State,,MX.MR
508,MEX,Mexico,墨西哥,Nayarit,纳亚里特州,State,,MX.NA
509,MEX,Mexico,墨西哥,Nuevo Leon,新莱昂州,State,,MX.NL
510,MEX,Mexico,墨西哥,Oaxaca,瓦哈卡州,State,,MX.OA
511,MEX,Mexico,墨西哥,Puebla,普埃布拉州,State,,MX.PU
512,MEX,Mexico,墨西哥,Queretaro,克雷塔罗州,State,,MX.QE
513,MEX,Mexico,墨西哥,Quintana Roo,金塔纳罗奥州,State,,MX.QR
514,MEX,Mexico,墨西哥,San Luis Potosi,圣路易斯波托西州,State,,MX.SL
515,MEX,Mexico,墨西哥,Sinaloa,锡那罗亚州,State,,MX.SI
516,MEX,Mexico,墨西哥,Sonora,索诺拉州,State,,MX.SO
517,MEX,Mexico,墨西哥,Tabasco,塔巴斯科州,State,,MX.TB
518,MEX,Mexico,墨西哥,Tamaulipas,塔毛利帕斯州,State,,MX.TM
519,MEX,Mexico,墨西哥,Tlaxcala,特拉斯卡拉州,State,,MX.TL
520,MEX,Mexico,墨西哥,Veracruz,韦拉克鲁斯州,State,,MX.VE
521,MEX,Mexico,墨西哥,Yucatan,尤卡坦州,State,,MX.YU
522,MEX,Mexico,墨西哥,Zacatecas,萨卡特卡斯州,State,,MX.ZA
523,,Netherlands,荷兰,Aruba,阿鲁巴,,,
524,,Netherlands,荷兰,Curacao,库拉索,,,
525,,Netherlands,荷兰,Sint Maarten,荷属圣马丁,,,
526,,Netherlands,荷兰,Netherlands,荷兰,,,
527,,Netherlands,荷兰,Netherlands|Aa en Hunze,荷兰|Aa en Hunze,,,
528,,Netherlands,荷兰,Netherlands|Oosterhout,荷兰|Oosterhout,,,
529,,Netherlands,荷兰,Netherlands|Oost Gelre,荷兰|Oost Gelre,,,
530,,Netherlands,荷兰,Netherlands|Ommen,荷兰|Ommen,,,
531,,Netherlands,荷兰,Netherlands|Olst-Wijhe,荷兰|Olst-Wijhe,,,
532,,Netherlands,荷兰,Netherlands|Oldenzaal,荷兰|Oldenzaal,,,
533,,Netherlands,荷兰,Netherlands|Oldebroek,荷兰|Oldebroek,,,
534,,Netherlands,荷兰,Netherlands|Oldambt,荷兰|Oldambt,,,
535,,Netherlands,荷兰,Netherlands|Oirschot,荷兰|Oirschot,,,
536,,Netherlands,荷兰,Netherlands|Nunspeet,荷兰|Nunspeet,,,
537,,Netherlands,荷兰,Netherlands|Nuenen, Gerwen en Nederwetten,, Gerwen en Nederwetten,荷兰|Nuenen
538,,Netherlands,荷兰,Netherlands|Noordwijk,荷兰|Noordwijk,,,
539,,Netherlands,荷兰,Netherlands|Noordoostpolder,荷兰|Noordoostpolder,,,
540,,Netherlands,荷兰,Netherlands|Noordenveld,荷兰|Noordenveld,,,
541,,Netherlands,荷兰,Netherlands|Noord-Beveland,荷兰|Noord-Beveland,,,
542,,Netherlands,荷兰,Netherlands|Noardeast-Fryslân,荷兰|Noardeast-Fryslân,,,
543,,Netherlands,荷兰,Netherlands|Ooststellingwerf,荷兰|Ooststellingwerf,,,
544,,Netherlands,荷兰,Netherlands|Oostzaan,荷兰|Oostzaan,,,
545,,Netherlands,荷兰,Netherlands|Opmeer,荷兰|Opmeer,,,
546,,Netherlands,荷兰,Netherlands|Opsterland,荷兰|Opsterland,,,
547,,Netherlands,荷兰,Netherlands|Rijssen-Holten,荷兰|Rijssen-Holten,,,
548,,Netherlands,荷兰,Netherlands|Rhenen,荷兰|Rhenen,,,
549,,Netherlands,荷兰,Netherlands|Rheden,荷兰|Rheden,,,
550,,Netherlands,荷兰,Netherlands|Reusel-De Mierden,荷兰|Reusel-De Mierden,,,
551,,Netherlands,荷兰,Netherlands|Renswoude,荷兰|Renswoude,,,
552,,Netherlands,荷兰,Netherlands|Reimerswaal,荷兰|Reimerswaal,,,
553,,Netherlands,荷兰,Netherlands|Raalte,荷兰|Raalte,,,
554,,Netherlands,荷兰,Netherlands|Nissewaard,荷兰|Nissewaard,,,
555,,Netherlands,荷兰,Netherlands|Putten,荷兰|Putten,,,
556,,Netherlands,荷兰,Netherlands|Pekela,荷兰|Pekela,,,
557,,Netherlands,荷兰,Netherlands|Peel en Maas,荷兰|Peel en Maas,,,
558,,Netherlands,荷兰,Netherlands|Papendrecht,荷兰|Papendrecht,,,
559,,Netherlands,荷兰,Netherlands|Overbetuwe,荷兰|Overbetuwe,,,
560,,Netherlands,荷兰,Netherlands|Oudewater,荷兰|Oudewater,,,
561,,Netherlands,荷兰,Netherlands|Ouder-Amstel,荷兰|Ouder-Amstel,,,
562,,Netherlands,荷兰,Netherlands|Oude IJsselstreek,荷兰|Oude IJsselstreek,,,
563,,Netherlands,荷兰,Netherlands|Purmerend,荷兰|Purmerend,,,
564,,Netherlands,荷兰,Netherlands|Nijkerk,荷兰|Nijkerk,,,
565,,Netherlands,荷兰,Netherlands|Nieuwkoop,荷兰|Nieuwkoop,,,
566,,Netherlands,荷兰,Netherlands|Nieuwegein,荷兰|Nieuwegein,,,
567,,Netherlands,荷兰,Netherlands|Lopik,荷兰|Lopik,,,
568,,Netherlands,荷兰,Netherlands|Zwolle,荷兰|Zwolle,,,
569,,Netherlands,荷兰,Netherlands|Lochem,荷兰|Lochem,,,
570,,Netherlands,荷兰,Netherlands|Lisse,荷兰|Lisse,,,
571,,Netherlands,荷兰,Netherlands|Zoetermeer,荷兰|Zoetermeer,,,
572,,Netherlands,荷兰,Netherlands|Leusden,荷兰|Leusden,,,
573,,Netherlands,荷兰,Netherlands|Leudal,荷兰|Leudal,,,
574,,Netherlands,荷兰,Netherlands|Loppersum,荷兰|Loppersum,,,
575,,Netherlands,荷兰,Netherlands|Lelystad,荷兰|Lelystad,,,
576,,Netherlands,荷兰,Netherlands|Leiden,荷兰|Leiden,,,
577,,Netherlands,荷兰,Netherlands|Leeuwarden,荷兰|Leeuwarden,,,
578,,Netherlands,荷兰,Netherlands|Laren,荷兰|Laren,,,
579,,Netherlands,荷兰,Netherlands|Langedijk,荷兰|Langedijk,,,
580,,Netherlands,荷兰,Netherlands|Landgraaf,荷兰|Landgraaf,,,
581,,Netherlands,荷兰,Netherlands|Landerd,荷兰|Landerd,,,
582,,Netherlands,荷兰,Netherlands|Laarbeek,荷兰|Laarbeek,,,
583,,Netherlands,荷兰,Netherlands|Leiderdorp,荷兰|Leiderdorp,,,
584,,Netherlands,荷兰,Netherlands|Rijswijk,荷兰|Rijswijk,,,
585,,Netherlands,荷兰,Netherlands|Losser,荷兰|Losser,,,
586,,Netherlands,荷兰,Netherlands|Maasgouw,荷兰|Maasgouw,,,
587,,Netherlands,荷兰,Netherlands|Nederweert,荷兰|Nederweert,,,
588,,Netherlands,荷兰,Netherlands|Neder-Betuwe,荷兰|Neder-Betuwe,,,
589,,Netherlands,荷兰,Netherlands|Mook en Middelaar,荷兰|Mook en Middelaar,,,
590,,Netherlands,荷兰,Netherlands|Montfoort,荷兰|Montfoort,,,
591,,Netherlands,荷兰,Netherlands|Montferland,荷兰|Montferland,,,
592,,Netherlands,荷兰,Netherlands|Molenlanden,荷兰|Molenlanden,,,
593,,Netherlands,荷兰,Netherlands|Moerdijk,荷兰|Moerdijk,,,
594,,Netherlands,荷兰,Netherlands|Maasdriel,荷兰|Maasdriel,,,
595,,Netherlands,荷兰,Netherlands|Mill en Sint Hubert,荷兰|Mill en Sint Hubert,,,
596,,Netherlands,荷兰,Netherlands|Midden-Drenthe,荷兰|Midden-Drenthe,,,
597,,Netherlands,荷兰,Netherlands|Midden-Delfland,荷兰|Midden-Delfland,,,
598,,Netherlands,荷兰,Netherlands|Middelburg,荷兰|Middelburg,,,
599,,Netherlands,荷兰,Netherlands|Meppel,荷兰|Meppel,,,
600,,Netherlands,荷兰,Netherlands|Meerssen,荷兰|Meerssen,,,
601,,Netherlands,荷兰,Netherlands|Medemblik,荷兰|Medemblik,,,
